id,limite_chars,tokens_protegidos,texto_original,texto_traducido,estado,notas
e2_00024,200,<FF7C> <0709> <0403> <FF60> <FF67> <1501> <FF55> <3819> <FF26> <FC00> <9812> <FF55> <6818> <FF68> <FF61> <FF24> <FC00> <FF7C> <0709> <0402> <FF27> <0300> <FF21> <FF1B> <FF03> <FF03> <FF02> <FF04> <FF1B> <FF03> <FF03> <FF02> <FF01> <FF1B> <FF03>,"<FF7C><0709><0403> <FF60> <FF67><1501><FF55> <3819> <FF26><FC00><9812> <FF55> <6818> <FF68> <FF61> <FF24><FC00><FF7C><0709><0402> <FF27><0300><FF21> <FF1B>Nanjo<FF03>What's the matter? Are the school gates<FF03>closed?<FF02><FF04><FF1B>Nanjo<FF03>If we don't hurry, visiting hours at the<FF03>hospital might end!<FF02><FF01>   <FF1B>Mark<FF03>Ugh, it's Hamya! I hate that guy",,por_traducir,
e2_00025,34,<FF02> <FF04> <FF1B> <FF03> <FF07> <FF02> <FF01> <FF1B> <FF03>,"<FF02><FF04><FF1B>Mark<FF03>Cheese it, <FF07>.<FF02><FF01><FF1B>Yukino<FF03>Tch",,por_traducir,
e2_00027,17,<FF21> <FF1B> <FF03>,<FF21>   <FF1B>Meek girl<FF03>Um,,por_traducir,
e2_00028,39,<FF07> <FF03>," <FF07>? You're going to the<FF03>hospital, right",,por_traducir,
e2_00029,109,<FF02> <FF01> <FF18> <0300> <0044> <FF03> <FF03> <FF02> <FF01> <FF1B> <FF03>,"<FF02><FF01>   <FF18><0300><0044> Yuko Himeno<FF03>Maki's friend! She works part-time to<FF03>support her family!<FF02><FF01> <FF1B>Yuko<FF03>Um, I hate to ask, but",,por_traducir,
e2_00030,77,<FF02> <FF04> <FF1B> <FF03> <FF03>,<FF02><FF04><FF1B>Yuko<FF03>Could you tell Maki I'll give back that<FF03>book next time I go visit her,,por_traducir,
e2_00031,76,<FF02> <FF0E> <FF01> <FF1B> <FF03> <FF03>,"<FF02><FF0E>`<FF01><FF1B>Yuko<FF03>U-Um, thanks! I'm sorry to ask you to<FF03>go out of your way like that",,por_traducir,
e2_00033,18,," Um, sorry I asked",,por_traducir,
e2_00034,32,<FF03>," It's okay,<FF03>don't worry about it",,por_traducir,
e2_00035,122,<FF02> <FF01> <FF1B> <FF03> <FF07> <FF02> <FF01> <FF1B> <FF03> <FF03>,"<FF02><FF01><FF1B>Yukino<FF03><FF07>. Don't be such an asshole.<FF02><FF01>  <FF1B>Yuko<FF03>It was a really good book, so I wanted<FF03>to read it again before I return it",,por_traducir,
e2_00036,78,<FF02> <FF01> <FF1B> <FF03> <FF02> <FF01> <FF1B> <FF03> <0028>,"<FF02><FF01>   <FF1B>Mark<FF03>That good, huh? What's it called?<FF02><FF01>   <FF1B>Yuko<FF03>U-Um, <0028>Gate to Paradise",,por_traducir,
e2_00037,72,<FF02> <FF01> <FF1B> <FF03> <FF03>,"<FF02><FF01> <FF1B>Mark<FF03>Whoa, that's deep. I didn't know Maki<FF03>was into that kinda thing",,por_traducir,
e2_00038,88,<FF02> <FF01> <FF1B> <FF03> <FF03> <FF02> <FF01> <FF1B> <FF03>,"<FF02><FF01>  <FF1B>Nanjo<FF03>If you enjoyed it that much, why not<FF03>simply buy your own copy?<FF02><FF01> <FF1B>Yuko<FF03>W-Well",,por_traducir,
e2_00039,23,, It's kind of expensive,,por_traducir,
e2_00040,237,<FF03> <FF02> <FF01> <FF1B> <FF03> <FF03> <FF02> <FF01> <FF1B> <FF03> <FF03> <FF02> <FF01> <FF1B> <FF03>," and<FF03>my brothers and sisters need new clothes!<FF02><FF01>   <FF1B>Yukino<FF03>Nanjo, you moron. Don't you know she<FF03>works part-time to help her family out?<FF02><FF01>  <FF1B>Mark<FF03>Alright, well, we gotta get goin', but<FF03>we'll be sure to pass on your message.<FF02><FF01>   <FF1B>Yuko<FF03>U-Um",,por_traducir,
e2_00041,18,, Did you tell Maki,,por_traducir,
e2_00042,73,<FF02> <FF01> <FF1B> <FF03> <FF03> <FF02> <FF04> <FF1B> <FF03>,"<FF02><FF01>   <FF1B>Yukino<FF03>Uh, sorry, not yet! But we're going soon,<FF03>promise!<FF02><FF04><FF1B>Yukino<FF03>",,por_traducir,
