id,limite_chars,tokens_protegidos,texto_original,texto_traducido,estado,notas
e0_00024,294,<6F00> <FF76> <0701> <FF4D> <3C00> <FF7C> <0205> <0803> <FF4D> <1E00> <FF69> <0201> <FF4D> <3C00> <FF7A> <0200> <FF69> <0200> <FF4D> <3C00> <FF7A> <0200> <FF24> <7201> <FF24> <7301> <FF24> <4401> <FF24> <4701> <FF24> <FF24> <E500> <FF24> <E600> <FF24> <E700> <FF24> <E800> <FF24> <E900> <FF24> <EA00> <FF24> <DB00> <FF24> <DC00> <FF24> <DD00> <FF24> <DE00> <FF24> <DF00> <FF24> <E000> <FF3F> <8813> <FF2D> <1100> <FF21> <FF1B> <FF03> <0028> <FF18> <0700> <FF18> <0028> <FF02> <FF04> <FF1B> <FF03> <FF03> <FF02> <FF04> <FF1B> <FF03> <FF03> <FF02> <FF01> <FF1B> <FF03>,"a<6F00><FF76><0701><FF4D><3C00><FF7C><0205><0803> <FF4D><1E00><FF69><0201><FF4D><3C00><FF7A><0200><FF69><0200><FF4D><3C00><FF7A><0200><FF24><7201><FF24><7301><FF24><4401><FF24><4701><FF24>`<FF24><E500><FF24><E600><FF24><E700><FF24><E800><FF24><E900><FF24><EA00><FF24><DB00><FF24><DC00><FF24><DD00><FF24><DE00><FF24><DF00><FF24><E000><FF3F> <8813> <FF2D><1100><FF21> <FF1B>Hat-wearing student<FF03><0028><FF18><0700>Persona<FF18> <0028>?<FF02><FF04><FF1B>Hat-wearing student<FF03>Dude, if that really worked and I could<FF03>see my future, I'd be on easy street!<FF02><FF04><FF1B>Hat-wearing student<FF03>You sure you ain't got the brain rot,<FF03>Hidehiko?<FF02><FF01> <FF1B>Smug student<FF03>Hehehe",,por_traducir,
e0_00025,226,<FF03> <FF02> <FF04> <FF1B> <FF03> <FF03> <FF02> <FF04> <FF1B> <FF03> <FF03> <FF02> <FF01> <FF1B> <FF03>," Turns out there's more to it<FF03>than an easy joke.<FF02><FF04><FF1B>Smug student<FF03>Maybe not seeing the future, exactly,<FF03>but weird stuff does happen.<FF02><FF04><FF1B>Smug student<FF03>I'm willing to put my money where my<FF03>mouth is if you are, Mark!<FF02><FF01>  <FF1B>Mark<FF03>Alright",,por_traducir,
e0_00026,344,<FF02> <FF04> <FF1B> <FF03> <FF03> <FF02> <FF01> <FF1B> <FF03> <FF02> <FF01> <FF1B> <FF03> <FF02> <FF01> <FF1B> <FF03> <FF02> <FF01> <FF1B> <FF03> <FF03> <FF02> <FF01> <FF1B> <FF03>," You're on!<FF02><FF04><FF1B>Mark<FF03>I'll bet you an all-you-can-eat dinner<FF03>at the Peace Diner on Joy Street!<FF02><FF01>   <FF1B>Airheaded student<FF03>Woooo. I'm with Hidehiko.<FF02><FF01>  <FF1B>Ponytailed student<FF03>I'll throw my lot in with Brown, too!<FF02><FF01> <FF1B>Mark<FF03>Are you guys serious?<FF02><FF01>   <FF1B>Mark<FF03>Yo Kei, Yukino. Who're you guys gonna<FF03>side with?<FF02><FF01><FF1B>Glasses-wearing student<FF03>Hmp! As if I cared one whit",,por_traducir,
e0_00027,58,<FF03> <FF02> <FF01> <FF1B> <FF03>,<FF03>It's absolute bunk!<FF02><FF01>   <FF1B>Cool-headed student<FF03>What he said,,por_traducir,
e0_00028,222,<FF02> <FF01> <FF1B> <FF03> <FF02> <FF01> <FF1B> <FF03> <FF03> <FF02> <FF01> <FF1B> <FF03> <FF02> <FF0E> <1900> <FF01> <FF1B> <FF03> <FF02> <FF01> <FF1B> <FF03>," This is all you!<FF02><FF01> <FF1B>Mark<FF03>Ugh. You guys are so cold, y'know?<FF02><FF01>  <FF1B>Mark<FF03>Hey, who're you with? It's gotta be<FF03>me, right?<FF02><FF01>  <FF1B>Mark<FF03>C'mon, what's it gonna be?<FF02><FF0E><1900><FF01><FF1B>Mark<FF03>Sheesh, you too? All y'alls crazy!<FF02><FF01>  <FF1B>Ayase<FF03>Awww. Just wait",,por_traducir,
e0_00029,35,<FF02> <FF01> <FF1B> <FF03>, you'll be sorry.<FF02><FF01><FF1B>Brown<FF03>Heeheehee,,por_traducir,
e0_00030,231,<FF02> <FF04> <FF1B> <FF03> <FF02> <FF01> <FF1B> <FF03> <FF02> <FF01> <FF1B> <FF03> <FF02> <FF04> <FF1B> <FF03> <FF03> <FF02> <FF01> <FF1B> <FF03> <FF02> <FF04> <FF1B> <FF03> <FF03> <FF02> <FF01> <FF1B> <FF03>," This'll be fun.<FF02><FF04><FF1B>Brown<FF03>Awright, let's get started.<FF02><FF01>   <FF1B>Ayase<FF03>'Kay. Here goes.<FF02><FF01>   <FF1B>Ayase<FF03>Umm!<FF02><FF04><FF1B>Ayase<FF03>Persona. Persona.<FF03>Please come here.<FF02><FF01>   <FF1B>Brown<FF03>My turn.<FF02><FF04><FF1B>Brown<FF03>Persona. Persona.<FF03>Come here.<FF02><FF01>  <FF1B>Mark<FF03>Man, why I gotta do this",,por_traducir,
e0_00031,74,<FF02> <FF01> <FF1B> <FF03> <FF03> <FF02> <FF01> <FF1B> <FF03>,"<FF02><FF01><FF1B>Brown<FF03>Hurry it up. All-you-can-eat.<FF03>All-you-can-eat.<FF02><FF01> <FF1B>Mark<FF03>Okay, okay",,por_traducir,
e0_00032,32,<FF02> <FF04> <FF1B> <FF03> <FF03>,"<FF02><FF04><FF1B>Mark<FF03>Persona, Persona!<FF03>C'mere",,por_traducir,
e0_00033,30,<FF02> <FF01> <FF1B> <FF03>," I guess!<FF02><FF01>   <FF1B>Elly<FF03>Well, then",,por_traducir,
